JAIL ID,ARREST DT,charges,warrants_filed_by,RACE,SEX,RELEASE DT,ARREST YEAR,days_served
265017,2013-04-03 00:00:00,[STOP LIGHT- RUNNING],[PAPD],W,M,2013-04-04,2013,1.0
265054,2006-06-27 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, SPEEDING]","[PAPD, PAPD, PAPD, PAPD]",W,M,2006-06-27,2006,0.0
265054,2008-03-27 00:00:00,"[FAILURE TO APPEAR, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD]",W,M,2008-03-27,2008,0.0
265063,2006-06-27 00:00:00,[FAILURE TO SIGNAL],[PAPD],B,F,2006-06-27,2006,0.0
265078,2009-12-08 00:00:00,"[NO LIABILITY INSURANCE, DRIVING-WHILE LIC INVALID, FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, NO LIABILITY INSURANCE]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2009-12-08,2009,0.0
265107,2008-12-22 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, SPEEDING]","[PAPD, PAPD, PAPD]",B,F,2008-12-22,2008,0.0
265107,2011-10-11 00:00:00,"[FAILURE TO MNTN FINAN RESP, SPEEDING]","[PAPD, PAPD]",B,F,2011-10-15,2011,4.0
265113,2012-11-06 00:00:00,"[FAILURE TO MNTN FINAN RESP, SPEEDING, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",B,M,2012-11-13,2012,7.0
265113,2014-05-12 00:00:00,"[FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD]",B,M,2014-05-16,2014,4.0
265116,2013-10-09 00:00:00,"[DRIVING-NO DRIVERS LICENSE, NO LIABILITY INSURANCE, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",W,M,2013-10-09,2013,0.0
265134,2006-06-30 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, SPEEDING, DRIVING-WHILE LIC INVALID, FAILURE TO YIELD R.O.W., FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2006-07-06,2006,6.0
265134,2007-11-20 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, SPEEDING]","[PAPD, PAPD, PAPD, PAPD]",B,M,2007-11-21,2007,1.0
265134,2008-01-20 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, SPEEDING]","[PAPD, PAPD, PAPD, PAPD]",B,M,2008-01-20,2008,0.0
265187,2008-05-28 00:00:00,"[DRIVING-WHILE LIC INVALID, SPEED-FAILURE TO CONTROL]","[PAPD, PAPD]",B,M,2008-05-30,2008,2.0
265197,2007-01-04 00:00:00,"[FAILURE TO APPEAR, STOP SIGN- RUNNING, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO MNTN SINGLE LANE, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2007-01-04,2007,0.0
265197,2012-08-28 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO MNTN SINGLE LANE, DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2012-09-08,2012,11.0
265201,2008-02-28 00:00:00,[SPEEDING],[PAPD],B,F,2008-02-29,2008,1.0
265201,2011-04-26 00:00:00,[SPEEDING],[PAPD],B,F,2011-04-26,2011,0.0
265245,2006-07-05 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, TRAF OFF-NO CHILD RESTRAINT, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2006-07-05,2006,0.0
265245,2015-09-09 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, SPEED-FAILURE TO CONTROL, FAILURE TO APPEAR, FAILURE TO APPEAR, SPEEDING]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2015-09-15,2015,6.0
265251,2007-05-25 00:00:00,[WRONG WAY ON A ONE WAY],[PAPD],B,M,2007-05-26,2007,1.0
265254,2015-01-27 00:00:00,"[STOP SIGN- RUNNING, FAILURE TO APPEAR]","[PAPD, PAPD]",W,M,2015-01-27,2015,0.0
265444,2012-03-17 00:00:00,[DRIVING-NO DRIVERS LICENSE],[PAPD],B,F,2012-03-17,2012,0.0
265500,2009-08-28 00:00:00,[DRIVING-WHILE LIC INVALID],[PAPD],W,M,2009-08-29,2009,1.0
265500,2009-09-28 00:00:00,"[DRIVING-WHILE LIC INVALID, FAILURE TO APPEAR]","[PAPD, PAPD]",W,M,2009-09-28,2009,0.0
265500,2015-11-01 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP, VEH-LICENSE PLATE OFFENSE, DRIVING-NO MVI STICKER]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",W,M,2015-11-11,2015,10.0
265569,2006-07-16 00:00:00,"[DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD]",B,M,2006-07-21,2006,5.0
265603,2015-07-05 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, TRAF OFF-MOVING-NO SEATBELT, TRAFFIC IN CHILDREN U/15 YR, TRAFFIC IN CHILDREN U/15 YR, FAILURE TO MNTN FINAN RESP, SPEEDING, FAILURE TO YIELD R.O.W., FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2015-07-20,2015,15.0
265788,2006-07-24 00:00:00,"[FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT, NO LIABILITY INSURANCE]","[PAPD, PAPD, PAPD]",B,F,2006-07-31,2006,7.0
265828,2013-07-01 00:00:00,"[DEFECTIVE EQUIPMENT, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2013-07-11,2013,10.0
265871,2006-07-28 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD]",B,F,2006-07-28,2006,0.0
265871,2007-01-23 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, NO LIABILITY INSURANCE]","[PAPD, PAPD, PAPD]",B,F,2007-01-23,2007,0.0
265910,2009-05-02 00:00:00,"[DRIVING-EXPIRED LIC. PLATE, SPEEDING, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",W,F,2009-05-02,2009,0.0
265962,2009-12-15 00:00:00,[DRIVING-EXPIRED LIC. PLATE],[PAPD],W,M,2009-12-15,2009,0.0
265977,2006-08-02 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, NO LIABILITY INSURANCE, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2006-08-14,2006,12.0
265978,2009-02-09 00:00:00,[WRONG SIDE ROAD-NOT PASSING],[PAPD],B,M,2009-02-09,2009,0.0
265996,2007-03-29 00:00:00,"[FAILURE TO APPEAR, TRAFFIC IN CHILDREN U/15 YR, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD]",B,M,2007-03-29,2007,0.0
265996,2007-05-21 00:00:00,"[DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, FAILURE TO YIELD R.O.W.]","[PAPD, PAPD, PAPD]",B,M,2007-05-21,2007,0.0
265996,2008-04-08 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, TRAFFIC OFFENSE-MOVING, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD]",B,M,2008-04-08,2008,0.0
265996,2009-04-11 00:00:00,"[DRIVING-WHILE LIC INVALID, TRAFFIC OFFENSE, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD]",B,M,2009-04-15,2009,4.0
266041,2008-12-22 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD]",B,M,2008-12-22,2008,0.0
266043,2006-08-05 00:00:00,[TRAFFIC OFFENSE],[PAPD],W,F,2006-08-06,2006,1.0
266218,2010-12-22 00:00:00,"[FAILURE TO APPEAR, SPEEDING]","[PAPD, PAPD]",B,F,2010-12-22,2010,0.0
266302,2010-06-11 00:00:00,[STOP SIGN- RUNNING],[PAPD],B,M,2010-06-13,2010,2.0
266302,2015-01-04 00:00:00,"[SPEEDING, FAILURE TO APPEAR]","[PAPD, PAPD]",B,M,2015-01-06,2015,2.0
266360,2006-08-20 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD]",B,F,2006-08-20,2006,0.0
266380,2009-08-01 00:00:00,"[FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",W,M,2009-08-01,2009,0.0
266380,2015-01-21 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD]",W,M,2015-01-24,2015,3.0
266428,2006-08-22 00:00:00,"[FAILURE TO APPEAR, NO LIABILITY INSURANCE]","[PAPD, PAPD]",B,F,2006-08-22,2006,0.0
266432,2007-04-05 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP, SPEEDING]","[PAPD, PAPD, PAPD, PAPD]",B,M,2007-04-11,2007,6.0
266441,2006-08-23 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, TRAF OFF-MOVING-NO SEATBELT, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD]",W,M,2006-08-23,2006,0.0
266442,2011-08-30 00:00:00,[FAILURE TO MNTN SINGLE LANE],[PAPD],W,M,2011-08-30,2011,0.0
266503,2009-03-07 00:00:00,"[FAILURE TO APPEAR, FAILURE CHANGE DL ADDRESS, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, STOP SIGN- RUNNING]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2009-03-11,2009,4.0
266634,2015-04-03 00:00:00,"[DRIVING-WHILE LIC INVALID, DRIVING-NO MVI STICKER, STOP LIGHT- RUNNING, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2015-04-10,2015,7.0
266755,2012-09-18 00:00:00,[STOP SIGN- RUNNING],[PAPD],B,M,2012-09-19,2012,1.0
266818,2011-06-03 00:00:00,[STOP SIGN- RUNNING],[PAPD],B,M,2011-06-05,2011,2.0
266818,2015-01-06 00:00:00,[TRAF OFF-MOVING-NO SEATBELT],[PAPD],B,M,2015-01-06,2015,0.0
266835,2008-10-05 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, DRIVING-WHILE LIC INVALID, SPEED-FAILURE TO CONTROL]","[PAPD, PAPD, PAPD, PAPD]",B,F,2008-10-05,2008,0.0
266835,2009-07-21 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, DRIVING-WHILE LIC INVALID, SPEED-FAILURE TO CONTROL, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2009-07-22,2009,1.0
266879,2015-06-24 00:00:00,"[FAILURE TO APPEAR, NO LIABILITY INSURANCE]","[PAPD, PAPD]",B,M,2015-06-24,2015,0.0
266903,2006-09-09 00:00:00,"[DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD]",W,M,2006-09-09,2006,0.0
266905,2009-06-24 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, DRIVING-NO MVI STICKER, DRIVING-EXPIRED LIC. PLATE, TRAF OFF-MOVING-NO SEATBELT, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2009-06-28,2009,4.0
266915,2013-08-01 00:00:00,"[FAILURE TO APPEAR, TRAF OFF-NO CHILD RESTRAINT, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD]",W,F,2013-08-02,2013,1.0
266926,2014-02-04 00:00:00,"[DRIVING-NO DRIVERS LICENSE, DRIVING-NO MVI STICKER, STOP LIGHT- RUNNING, NO LIABILITY INSURANCE, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",W,M,2014-02-04,2014,0.0
267021,2006-11-09 00:00:00,[STOP SIGN- RUNNING],[PAPD],B,M,2006-11-09,2006,0.0
267021,2007-02-09 00:00:00,"[FAILURE TO APPEAR, STOP LIGHT- RUNNING, FAILURE TO MNTN FINAN RESP, STOP SIGN- RUNNING]","[PAPD, PAPD, PAPD, PAPD]",B,M,2007-02-10,2007,1.0
267021,2008-03-11 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, STOP SIGN- RUNNING, STOP SIGN- RUNNING, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2008-03-11,2008,0.0
267021,2008-04-20 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, STOP SIGN- RUNNING, STOP SIGN- RUNNING, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2008-04-21,2008,1.0
267025,2011-07-05 00:00:00,"[STOP SIGN- RUNNING, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2011-07-10,2011,5.0
267054,2006-09-17 00:00:00,"[FAILURE TO APPEAR, SPEED-FAILURE TO CONTROL]","[PAPD, PAPD]",B,M,2006-09-17,2006,0.0
267084,2012-01-03 00:00:00,"[TRAFFIC OFFENSE-MOVING, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD]",B,M,2012-01-04,2012,1.0
267125,2007-10-07 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, STOP SIGN- RUNNING, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, TRAFFIC OFFENSE-MOVING, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2007-10-15,2007,8.0
267125,2008-12-13 00:00:00,"[FAILURE TO APPEAR, STOP SIGN- RUNNING, FAILURE TO MNTN FINAN RESP, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD, PAPD, PAPD]",B,M,2008-12-17,2008,4.0
267182,2006-09-22 00:00:00,"[FAILURE TO APPEAR, STOP SIGN- RUNNING]","[PAPD, PAPD]",B,F,2006-09-23,2006,1.0
267189,2006-09-23 00:00:00,[DRIVING-UNDR INFL ALC-MINOR],[PAPD],W,F,2006-09-23,2006,0.0
267189,2009-04-28 00:00:00,"[FAILURE TO APPEAR, DRIVING-UNDR INFL ALC-MINOR]","[PAPD, PAPD]",W,F,2009-04-28,2009,0.0
267238,2009-03-27 00:00:00,"[DRIVING-NO DRIVERS LICENSE, FAILURE TO APPEAR]","[PAPD, PAPD]",B,M,2009-03-28,2009,1.0
267238,2009-05-28 00:00:00,"[DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, DRIVING-FICTITIOUS PLATES, FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, TRAF OFF-MOVING-NO SEATBELT]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2009-06-03,2009,6.0
267238,2012-05-22 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD, PAPD]",B,M,2012-06-01,2012,10.0
267238,2013-05-01 00:00:00,"[DRIVING-WHILE LIC INVALID, SPEEDING]","[PAPD, PAPD]",B,M,2013-05-07,2013,6.0
267248,2012-08-18 00:00:00,"[DRIVING-NO MVI STICKER, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD]",B,M,2012-08-18,2012,0.0
267248,2013-03-12 00:00:00,[SPEEDING],[PAPD],B,M,2013-03-12,2013,0.0
267292,2010-03-01 00:00:00,[FAILURE TO MNTN FINAN RESP],[PAPD],W,F,2010-03-01,2010,0.0
267345,2010-08-12 00:00:00,"[SPEEDING, FAILURE TO APPEAR, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",B,F,2010-08-12,2010,0.0
267474,2006-10-03 00:00:00,[FAILURE TO SIGNAL],[PAPD],W,F,2006-10-03,2006,0.0
267569,2006-10-07 00:00:00,"[DRIVING-WHILE LIC EXPIRED, STOP LIGHT- RUNNING, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2006-10-07,2006,0.0
267581,2008-12-01 00:00:00,"[DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN SINGLE LANE]","[PAPD, PAPD]",W,F,2008-12-01,2008,0.0
267827,2009-04-23 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, DRIVING-NO MVI STICKER, SPEEDING, STOP LIGHT- RUNNING]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2009-04-23,2009,0.0
267918,2008-03-15 00:00:00,[DRIVING-NO DRIVERS LICENSE],[PAPD],B,M,2008-03-15,2008,0.0
268007,2014-08-17 00:00:00,"[FAILURE TO APPEAR, SPEED-FAILURE TO CONTROL]","[PAPD, PAPD]",W,M,2014-08-23,2014,6.0
268173,2006-11-06 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD]",B,M,2006-11-06,2006,0.0
268173,2007-10-11 00:00:00,"[DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2007-10-15,2007,4.0
268173,2010-01-24 00:00:00,"[DRIVING-WHILE LIC INVALID, SPEED-UNSAFE, FAILURE TO APPEAR, FAILURE TO APPEAR, TRAFFIC OFFENSE-NON MOVING]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2010-01-31,2010,7.0
268173,2011-06-21 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, TRAFFIC OFFENSE-NON MOVING]","[PAPD, PAPD, PAPD]",B,M,2011-07-01,2011,10.0
268173,2014-02-23 00:00:00,"[DRIVING-NO DRIVERS LICENSE, DRIVING-NO LICENSE PLATES]","[PAPD, PAPD]",B,M,2014-03-01,2014,6.0
268285,2010-10-17 00:00:00,"[SPEEDING, FAILURE TO APPEAR]","[PAPD, PAPD]",W,F,2010-10-17,2010,0.0
268395,2006-11-16 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, VEH-LICENSE PLATE OFFENSE]","[PAPD, PAPD, PAPD]",B,F,2006-11-16,2006,0.0
268471,2011-10-25 00:00:00,"[DRIVING-NO DRIVERS LICENSE, NO LIABILITY INSURANCE]","[PAPD, PAPD]",W,M,2011-10-30,2011,5.0
268480,2012-02-02 00:00:00,[TRAF OFF-MOVING-NO SEATBELT],[PAPD],W,F,2012-02-02,2012,0.0
268575,2006-11-24 00:00:00,"[FAILURE TO APPEAR, DRIVING-EXPIRED LIC. PLATE, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",B,F,2006-11-25,2006,1.0
268583,2006-11-25 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, TRAFFIC OFFENSE-MOVING, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD]",B,M,2006-11-30,2006,5.0
268583,2013-04-16 00:00:00,"[DRIVING-NO DRIVERS LICENSE, FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD]",B,M,2013-04-16,2013,0.0
268584,2006-11-25 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD]",B,F,2006-11-30,2006,5.0
268664,2011-06-10 00:00:00,"[STOP SIGN- RUNNING, DRIVING-NO DRIVERS LICENSE]","[PAPD, PAPD]",B,M,2011-06-16,2011,6.0
268798,2006-12-02 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, FAILURE TO SIGNAL, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2006-12-03,2006,1.0
268798,2009-04-28 00:00:00,"[FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR]","[PAPD, PAPD]",B,F,2009-04-28,2009,0.0
268798,2009-08-07 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE, DRIVING-NO DRIVERS LICENSE, TRAF OFF-NO CHILD RESTRAINT, FAILURE TO MNTN FINAN RESP, DEFECTIVE EQUIPMENT, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2009-08-07,2009,0.0
268798,2010-01-07 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, DRIVING-D.L. VIOLATION, DEFECTIVE EQUIPMENT, TRAF OFF-NO CHILD RESTRAINT, FAILURE TO MNTN FINAN RESP, VEH-LICENSE PLATE OFFENSE]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",B,F,2010-01-21,2010,14.0
268798,2013-05-15 00:00:00,"[DRIVING-NO DRIVERS LICENSE, DRIVING-NO MVI STICKER, STOP LIGHT- RUNNING, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD]",B,F,2013-05-23,2013,8.0
268798,2014-04-02 00:00:00,"[DRIVING-NO DRIVERS LICENSE, TRAF OFF-NO CHILD RESTRAINT]","[PAPD, PAPD]",B,F,2014-04-03,2014,1.0
268819,2013-01-24 00:00:00,[STOP LIGHT- RUNNING],[PAPD],B,M,2013-01-24,2013,0.0
268886,2012-12-11 00:00:00,"[FAILURE TO APPEAR, FAILURE CHANGE DL ADDRESS]","[PAPD, PAPD]",B,M,2012-12-11,2012,0.0
268919,2013-05-07 00:00:00,[STOP SIGN- RUNNING],[PAPD],B,M,2013-05-07,2013,0.0
268919,2013-06-12 00:00:00,"[FAILURE TO APPEAR, DRIVING-NO DRIVERS LICENSE, NO LIABILITY INSURANCE, SPEEDING]","[PAPD, PAPD, PAPD, PAPD]",B,M,2013-06-17,2013,5.0
268974,2006-12-10 00:00:00,"[FAILURE TO SIGNAL, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD]",W,M,2006-12-11,2006,1.0
268996,2014-11-22 00:00:00,"[FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, TRAF OFF-MOVING-NO SEATBELT, FAILURE TO APPEAR, DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP, SPEEDING]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",W,M,2014-11-30,2014,8.0
269083,2010-08-26 00:00:00,"[DRIVING-WHILE LIC INVALID, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, VEH-LICENSE PLATE OFFENSE, DRIVING-WHILE LIC INVALID, DRIVING-NO MVI STICKER, FAILURE TO MNTN FINAN RESP, VEH-LICENSE PLATE OFFENSE, DRIVING-WHILE LIC INVALID, FAILURE TO MNTN FINAN RESP]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",W,F,2010-09-15,2010,20.0
269083,2012-05-22 00:00:00,"[FAILURE TO MNTN FINAN RESP, DRIVING-NO DRIVERS LICENSE, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",W,F,2012-05-27,2012,5.0
269102,2006-12-15 00:00:00,[TRAFFIC OFFENSE],[PAPD],W,M,2006-12-16,2006,1.0
269107,2006-12-16 00:00:00,"[FAILURE TO APPEAR, FAILURE TO MNTN SINGLE LANE]","[PAPD, PAPD]",B,M,2006-12-17,2006,1.0
269119,2006-12-17 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO MNTN FINAN RESP, SPEEDING]","[PAPD, PAPD, PAPD, PAPD]",W,M,2006-12-17,2006,0.0
269119,2012-01-05 00:00:00,"[FAILURE TO MNTN FINAN RESP, FAILURE TO APPEAR, FAILURE TO APPEAR]","[PAPD, PAPD, PAPD]",W,M,2012-01-05,2012,0.0
269196,2012-10-26 00:00:00,"[FAILURE TO APPEAR, FAILURE TO APPEAR, FAILURE TO APPEAR, SPEEDING, TRAF OFF-NO CHILD RESTRAINT]","[PAPD, PAPD, PAPD, PAPD, PAPD]",B,M,2012-10-31,2012,5.0
269213,2010-02-23 00:00:00,"[DRIVING-EXPIRED LIC. PLATE, SPEEDING]","[PAPD, PAPD]",W,M,2010-02-23,2010,0.0
269231,2008-08-26 00:00:00,"[DRIVING-WHILE LIC INVALID, STOP SIGN- RUNNING, FAILURE TO APPEAR, TRAF OFF-MOVING-NO SEATBELT, FAILURE TO MNTN FINAN RESP, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD, PAPD, PAPD, PAPD]",W,M,2008-08-26,2008,0.0
269232,2006-12-23 00:00:00,"[DRIVING-WHILE LIC INVALID, DRIVING-NO MVI STICKER, DRIVING-EXPIRED LIC. PLATE]","[PAPD, PAPD, PAPD]",B,F,2006-12-24,2006,1.0
